station_id,root_grdc_no,test_start_year,test_end_year
82,187,2017,2019
83,187,2017,2019
84,187,2017,2019
85,187,2017,2019
86,187,2017,2019
87,187,2017,2019
88,187,2017,2019
89,187,2017,2019
90,187,2017,2019
91,187,2017,2019
92,187,2017,2019
93,187,2017,2019
94,187,2017,2019
95,187,2017,2019
96,187,2017,2019
97,187,2017,2019
98,187,2017,2019
99,187,2017,2019
100,187,2017,2019
101,187,2017,2019
102,187,2017,2019
103,187,2017,2019
104,187,2017,2019
105,187,2017,2019
106,187,2017,2019
107,187,2017,2019
108,187,2017,2019
109,187,2017,2019
110,187,2017,2019
111,187,2017,2019
112,187,2017,2019
113,187,2017,2019
114,187,2017,2019
115,187,2017,2019
116,187,2017,2019
117,187,2017,2019
118,187,2017,2019
119,187,2017,2019
120,187,2017,2019
121,187,2017,2019
122,187,2017,2019
123,187,2017,2019
124,187,2017,2019
125,187,2017,2019
126,187,2017,2019
127,187,2017,2019
128,187,2017,2019
129,187,2017,2019
130,187,2017,2019
131,187,2017,2019
132,187,2017,2019
133,187,2017,2019
134,187,2017,2019
135,187,2017,2019
136,187,2017,2019
137,187,2017,2019
138,187,2017,2019
139,187,2017,2019
140,187,2017,2019
141,187,2017,2019
142,187,2017,2019
143,187,2017,2019
144,187,2017,2019
145,187,2017,2019
146,187,2017,2019
147,187,2017,2019
148,187,2017,2019
149,187,2017,2019
150,187,2017,2019
151,187,2017,2019
152,187,2017,2019
153,187,2017,2019
154,187,2017,2019
155,187,2017,2019
156,187,2017,2019
157,187,2017,2019
158,187,2017,2019
159,187,2017,2019
160,187,2017,2019
161,187,2017,2019
162,187,2017,2019
163,187,2017,2019
164,187,2017,2019
165,187,2017,2019
166,187,2017,2019
167,187,2017,2019
168,187,2017,2019
169,187,2017,2019
170,187,2017,2019
171,187,2017,2019
172,187,2017,2019
173,187,2017,2019
174,187,2017,2019
175,187,2017,2019
176,187,2017,2019
177,187,2017,2019
178,187,2017,2019
179,187,2017,2019
180,187,2017,2019
181,187,2017,2019
182,187,2017,2019
183,187,2017,2019
184,187,2017,2019
185,187,2017,2019
186,187,2017,2019
187,187,2017,2019
188,187,2017,2019
189,187,2017,2019
190,187,2017,2019
191,187,2017,2019
192,187,2017,2019
193,187,2017,2019
194,187,2017,2019
195,187,2017,2019
196,187,2017,2019
197,187,2017,2019
198,187,2017,2019
199,187,2017,2019
200,187,2017,2019
201,187,2017,2019
202,187,2017,2019
203,187,2017,2019
204,187,2017,2019
205,187,2017,2019
